	entities	intent	text	clean_text	bow	len
427	[]	eatingDisorders	my sole consolation for these past 3 years has been eating	['sole', 'consolation', 'past', '_num_', 'year', 'eat']	[(14, 1), (27, 1), (30, 1), (96, 1), (607, 1), (608, 1)]	6
428	[]	eatingDisorders	I'm vegetarian	['vegetarian']	[(609, 1)]	1
429	[]	eatingDisorders	Every morning I fill a large salad bowl with many different kinds of fruit	['every', 'morning', 'fill', 'large', 'salad', 'bowl', 'many', 'different', 'kind', 'fruit']	[(20, 1), (52, 1), (233, 1), (274, 1), (316, 1), (448, 1), (595, 1), (610, 1), (611, 1), (612, 1)]	10
430	[]	eatingDisorders	When I was 16, I stopped eating almost completely	['_num_', 'stop', 'eat', 'almost', 'completely']	[(25, 1), (27, 1), (94, 1), (96, 1), (374, 1)]	5
431	[{'start': 46, 'end': 54, 'value': 'Anorexia', 'entity': 'pathology_symptom'}]	pathology	I think I've finally reached the point of the Anorexia loop	['think', 'finally', 'reach', 'point', 'anorexia', 'loop']	[(44, 1), (65, 1), (112, 1), (221, 1), (613, 1), (614, 1)]	6
432	[]	eatingDisorders	i do drink coffee	['drink', 'coffee']	[(2, 1), (615, 1)]	2
433	[]	eatingDisorders	I used to worry about getting enough protein	['use', 'worry', 'get', 'enough', 'protein']	[(51, 1), (66, 1), (82, 1), (489, 1), (616, 1)]	5
434	[]	eatingDisorders	having no appetite was a good excuse not to eat	['appetite', 'good', 'excuse', 'eat']	[(61, 1), (96, 1), (356, 1), (617, 1)]	4
435	[{'start': 12, 'end': 23, 'value': 'some weight', 'entity': 'infoPatient_weight'}]	infoPatient	I've put on some weight	['put', 'weight']	[(189, 1), (413, 1)]	2
436	[]	eatingDisorders	I've spent a lot of time eating vegetarian	['spend', 'lot', 'time', 'eat', 'vegetarian']	[(92, 1), (96, 1), (158, 1), (609, 1), (618, 1)]	5
437	[]	eatingDisorders	I was purging everyday because I ate calories	['purge', 'everyday', 'eat', 'calory']	[(95, 1), (96, 1), (330, 1), (619, 1)]	4
438	[]	eatingDisorders	I can eat some mild soups	['eat', 'mild', 'soup']	[(96, 1), (401, 1), (620, 1)]	3
439	[]	eatingDisorders	I've never purged either	['never', 'purge', 'either']	[(75, 1), (406, 1), (619, 1)]	3
440	[]	eatingDisorders	i love to eat too much sweet	['love', 'eat', 'much', 'sweet']	[(34, 1), (96, 1), (144, 1), (621, 1)]	4
441	[]	eatingDisorders	i managed to lose significant amount of fat on low carb diet	['manage', 'lose', 'significant', 'amount', 'fat', 'low', 'carb', 'diet']	[(138, 1), (171, 1), (188, 1), (215, 1), (273, 1), (483, 1), (622, 1), (623, 1)]	8
442	[]	eatingDisorders	I am NOT a normal drinker	['normal', 'drinker']	[(146, 1), (164, 1)]	2
443	[]	eatingDisorders	I'm on meds that increase my appetite	['meds', 'increase', 'appetite']	[(512, 1), (617, 1), (624, 1)]	3
444	[{'start': 20, 'end': 31, 'value': 'some weight', 'entity': 'infoPatient_weight'}]	infoPatient	I have been gaining some weight	['gain', 'weight']	[(189, 1), (192, 1)]	2
445	[]	eatingDisorders	I eat lunch and dinner	['eat', 'lunch', 'dinner']	[(96, 1), (596, 1), (625, 1)]	3
446	[{'start': 51, 'end': 64, 'value': 'every morning', 'entity': 'period'}]	eatingDisorders	I give a light sprinkle of cinnamon over the fruit every morning	['give', 'light', 'sprinkle', 'cinnamon', 'fruit', 'every', 'morning']	[(20, 1), (52, 1), (244, 1), (336, 1), (595, 1), (626, 1), (627, 1)]	7
447	[]	eatingDisorders	I’m 34 years old and have spent over half my life being a slave to food	['_num_', 'year', 'old', 'spend', 'half', 'life', 'slave', 'food']	[(14, 1), (27, 1), (29, 1), (77, 1), (97, 1), (154, 1), (618, 1), (628, 1)]	8
448	[]	eatingDisorders	I felt awful about my body and I only ate once or twice a week	['feel', 'awful', 'body', 'eat', 'twice', 'week']	[(4, 1), (96, 1), (104, 1), (358, 1), (629, 1), (630, 1)]	6
449	[{'start': 29, 'end': 45, 'value': 'food intolerance', 'entity': 'pathology_symptom'}]	pathology	I am suspecting i may have a food intolerance	['suspect', 'may', 'food', 'intolerance']	[(97, 1), (187, 1), (631, 1), (632, 1)]	4
450	[]	eatingDisorders	I'm a big health nut	['big', 'health', 'nut']	[(238, 1), (298, 1), (633, 1)]	3
451	[]	eatingDisorders	I dieted since I was 14	['diet', 'since', '_num_']	[(27, 1), (80, 1), (215, 1)]	3
452	[]	eatingDisorders	I stress if I don't know what I'm eating	['stress', 'know', 'eat']	[(31, 1), (96, 1), (634, 1)]	3
453	[]	eatingDisorders	I used to be an avid calorie counter	['use', 'avid', 'calorie', 'counter']	[(82, 1), (635, 1), (636, 1), (637, 1)]	4
454	[]	eatingDisorders	I have had no appetite for some time	['appetite', 'time']	[(92, 1), (617, 1)]	2
455	[]	eatingDisorders	I am trying to overcome my eating disorder	['try', 'overcome', 'eat', 'disorder']	[(26, 1), (96, 1), (209, 1), (638, 1)]	4
456	[]	eatingDisorders	I want change my diet first	['want', 'change', 'diet', '_num_']	[(27, 1), (59, 1), (215, 1), (277, 1)]	4
457	[{'start': 16, 'end': 32, 'value': 'much more weight', 'entity': 'infoPatient_weight'}]	infoPatient	I was left with much more weight than I was comfortable with	['leave', 'much', 'much', 'weight', 'comfortable']	[(34, 2), (107, 1), (189, 1), (639, 1)]	5
458	[]	eatingDisorders	Most of the times i prefer home cooked food	['time', 'prefer', 'home', 'cook', 'food']	[(40, 1), (92, 1), (97, 1), (640, 1), (641, 1)]	5
459	[]	eatingDisorders	I would start to panic and get anxious if I had to eat	['would', 'start', 'panic', 'get', 'anxious', 'eat']	[(51, 1), (56, 1), (96, 1), (119, 1), (179, 1), (464, 1)]	6
460	[]	eatingDisorders	I also hate being so fat	['also', 'hate', 'fat']	[(171, 1), (389, 1), (642, 1)]	3
461	[]	eatingDisorders	I just don't want to taste anything	['want', 'taste', 'anything']	[(59, 1), (126, 1), (643, 1)]	3
462	[]	eatingDisorders	I ate only vegetables and fruits one day	['eat', 'vegetable', 'fruit', 'one', 'day']	[(1, 1), (91, 1), (96, 1), (595, 1), (644, 1)]	5
463	[{'start': 29, 'end': 47, 'value': 'for several months', 'entity': 'duration'}]	eatingDisorders	I struggled with no appetite for several months	['struggle', 'appetite', 'several', 'month']	[(12, 1), (193, 1), (463, 1), (617, 1)]	4
464	[]	eatingDisorders	I feel like my life is being run by food	['feel', 'like', 'life', 'run', 'food']	[(97, 1), (104, 1), (154, 1), (364, 1), (645, 1)]	5
465	[]	eatingDisorders	I should be careful not to get too much protein	['careful', 'get', 'much', 'protein']	[(34, 1), (51, 1), (616, 1), (646, 1)]	4
466	[]	eatingDisorders	The only grain I have been eating is oats	['grain', 'eat', 'oat']	[(96, 1), (647, 1), (648, 1)]	3
467	[]	eatingDisorders	For lunch, I eat either 1 peach or nectarine	['lunch', 'eat', 'either', '_num_', 'peach', 'nectarine']	[(27, 1), (75, 1), (96, 1), (596, 1), (649, 1), (650, 1)]	6
468	[]	eatingDisorders	I hope the purging doesn't increase more	['hope', 'purge', 'increase', 'much']	[(34, 1), (619, 1), (624, 1), (651, 1)]	4
469	[]	eatingDisorders	I want to get lean and lose more fat	['want', 'get', 'lean', 'lose', 'much', 'fat']	[(34, 1), (51, 1), (59, 1), (171, 1), (483, 1), (652, 1)]	6
470	[]	alcohol	I drank to forget	['drink', 'forget']	[(2, 1), (583, 1)]	2
471	[]	eatingDisorders	I like eating fruit or vegetable in large quantities	['like', 'eat', 'fruit', 'vegetable', 'large', 'quantity']	[(96, 1), (274, 1), (364, 1), (595, 1), (644, 1), (653, 1)]	6
472	[{'start': 57, 'end': 81, 'value': 'for the last five months', 'entity': 'duration'}]	eatingDisorders	I've been struggling on and off with restricting my food for the last five months or so	['struggle', 'restrict', 'food', 'last', 'five', 'month']	[(12, 1), (97, 1), (101, 1), (193, 1), (202, 1), (328, 1)]	6
473	[]	eatingDisorders	I also eat vegetables	['also', 'eat', 'vegetable']	[(96, 1), (389, 1), (644, 1)]	3
474	[]	eatingDisorders	I drink a lot of water	['drink', 'lot', 'water']	[(2, 1), (158, 1), (654, 1)]	3
475	[]	eatingDisorders	I was really cutting back on my meal plan	['really', 'cut', 'back', 'meal', 'plan']	[(38, 1), (131, 1), (191, 1), (197, 1), (655, 1)]	5
476	[]	eatingDisorders	I will never be free of these chains that food has on me	['never', 'free', 'chain', 'food']	[(97, 1), (338, 1), (406, 1), (656, 1)]	4
477	[]	eatingDisorders	I'm a healthy vegan	['healthy', 'vegan']	[(594, 1), (657, 1)]	2
478	[{'start': 12, 'end': 24, 'value': 'all the time', 'entity': 'period'}]	eatingDisorders	I can't eat all the time	['eat', 'time']	[(92, 1), (96, 1)]	2
479	[{'start': 10, 'end': 16, 'value': '20 lbs', 'entity': 'infoPatient_weight'}]	infoPatient	I’ve lost 20 lbs over the past 4 weeks	['lose', '_num_', 'lb', 'past', '_num_', 'week']	[(4, 1), (27, 2), (30, 1), (483, 1), (658, 1)]	6
480	[{'start': 7, 'end': 22, 'value': 'a ton of weight', 'entity': 'infoPatient_weight'}, {'start': 39, 'end': 51, 'value': 'for 3 months', 'entity': 'duration'}]	infoPatient	I lost a ton of weight as a vegetarian for 3 months	['lose', 'ton', 'weight', 'vegetarian', '_num_', 'month']	[(12, 1), (27, 1), (189, 1), (483, 1), (609, 1), (659, 1)]	6
481	[]	eatingDisorders	I still count calories and weigh all of my food	['still', 'count', 'calory', 'weigh', 'food']	[(95, 1), (97, 1), (159, 1), (497, 1), (660, 1)]	5
482	[]	eatingDisorders	I'm losing weight healthy	['lose', 'weight', 'healthy']	[(189, 1), (483, 1), (594, 1)]	3
483	[]	eatingDisorders	I do eat a healthy balanced diet	['eat', 'healthy', 'balance', 'diet']	[(96, 1), (215, 1), (594, 1), (661, 1)]	4
484	[]	eatingDisorders	I still struggle with feeling absolutely disguisting with my body	['still', 'struggle', 'feel', 'absolutely', 'disguisting', 'body']	[(104, 1), (193, 1), (224, 1), (358, 1), (497, 1), (662, 1)]	6
485	[]	eatingDisorders	I'm still counting calories	['still', 'count', 'calory']	[(95, 1), (497, 1), (660, 1)]	3
486	[{'start': 32, 'end': 42, 'value': 'few drinks', 'entity': 'drug'}]	alcohol	I feel pretty darn good after a few drinks	['feel', 'pretty', 'darn', 'good', 'drink']	[(2, 1), (61, 1), (104, 1), (114, 1), (663, 1)]	5
487	[]	eatingDisorders	I'm 28 and was eating disorder from the age of 13	['_num_', 'eat', 'disorder', 'age', '_num_']	[(27, 2), (96, 1), (121, 1), (209, 1)]	5
488	[]	eatingDisorders	I cut back on the coffee and extreme creamer	['cut', 'back', 'coffee', 'extreme', 'cream']	[(38, 1), (131, 1), (615, 1), (664, 1), (665, 1)]	5
489	[{'start': 15, 'end': 23, 'value': 'cannabis', 'entity': 'drug'}]	drugAddiction	I quit regular cannabis use very easily	['quit', 'regular', 'cannabis', 'use', 'easily']	[(50, 1), (82, 1), (151, 1), (276, 1), (666, 1)]	5
490	[]	drugAddiction	I decided to taper down my use and to quit	['decide', 'taper', 'use', 'quit']	[(82, 1), (258, 1), (276, 1), (586, 1)]	4
491	[{'start': 52, 'end': 58, 'value': 'whisky', 'entity': 'drug'}]	drugAddiction	I was fighting with my brother to give my bottle of whisky back	['fight', 'brother', 'give', 'bottle', 'whisky', 'back']	[(0, 1), (38, 1), (244, 1), (397, 1), (568, 1), (569, 1)]	6
492	[{'start': 23, 'end': 26, 'value': 'THC', 'entity': 'drug'}, {'start': 32, 'end': 40, 'value': 'nicotine', 'entity': 'drug'}]	drugAddiction	I was addicted more to THC than nicotine	['addict', 'much', 'thc', 'nicotine']	[(34, 1), (308, 1), (339, 1), (667, 1)]	4
493	[{'start': 8, 'end': 12, 'value': 'coke', 'entity': 'drug'}, {'start': 23, 'end': 36, 'value': 'the other day', 'entity': 'time'}]	drugAddiction	I tried coke at a club the other day	['try', 'coke', 'club', 'day']	[(1, 1), (26, 1), (284, 1), (668, 1)]	4
494	[{'start': 9, 'end': 13, 'value': 'coke', 'entity': 'drug'}, {'start': 39, 'end': 43, 'value': 'Meth', 'entity': 'drug'}]	drugAddiction	When the coke is all done I search out Meth	['coke', 'search', 'meth']	[(241, 1), (284, 1), (669, 1)]	3
495	[{'start': 20, 'end': 28, 'value': 'cannabis', 'entity': 'drug'}, {'start': 29, 'end': 49, 'value': 'in over twenty years', 'entity': 'duration'}]	drugAddiction	I've now not smoked cannabis in over twenty years	['smoke', 'cannabis', 'twenty', 'year']	[(14, 1), (289, 1), (324, 1), (666, 1)]	4
496	[]	drugAddiction	I would love to get some MDMA	['would', 'love', 'get', 'mdma']	[(51, 1), (119, 1), (144, 1), (292, 1)]	4
497	[]	drugAddiction	I end up hitting another hit about 10 mins later	['end', 'hit', 'another', 'hit', '_num_', 'min', 'late']	[(17, 1), (27, 1), (369, 1), (370, 1), (670, 2), (671, 1)]	7
498	[{'start': 17, 'end': 24, 'value': 'Ritalin', 'entity': 'drug'}, {'start': 47, 'end': 55, 'value': 'suboxone', 'entity': 'drug'}]	drugAddiction	I've stopped the Ritalin but have one strip of suboxone left	['stop', 'ritalin', 'one', 'strip', 'suboxone', 'leave']	[(25, 1), (91, 1), (107, 1), (257, 1), (672, 1), (673, 1)]	6
499	[{'start': 4, 'end': 11, 'value': 'cocaine', 'entity': 'drug'}]	drugAddiction	The cocaine madness had to personally damage me socially, professionally, and financially	['cocaine', 'madness', 'personally', 'damage', 'socially', 'professionally', 'financially']	[(252, 1), (674, 1), (675, 1), (676, 1), (677, 1), (678, 1), (679, 1)]	7
500	[{'start': 18, 'end': 28, 'value': 'pain pills', 'entity': 'drug'}]	drugAddiction	I started abusing pain pills heavily and increased that addiction to catastrophic proportions	['start', 'abuse', 'pain', 'pill', 'heavily', 'increase', 'addiction', 'catastrophic', 'proportion']	[(15, 1), (56, 1), (160, 1), (279, 1), (537, 1), (577, 1), (624, 1), (680, 1), (681, 1)]	9
501	[{'start': 7, 'end': 11, 'value': 'beer', 'entity': 'drug'}]	alcohol	I love beer	['love', 'beer']	[(144, 1), (573, 1)]	2
502	[{'start': 23, 'end': 27, 'value': 'meth', 'entity': 'drug'}]	drugAddiction	I took a small line of meth	['take', 'small', 'line', 'meth']	[(108, 1), (241, 1), (291, 1), (682, 1)]	4
503	[{'start': 8, 'end': 15, 'value': 'cocaine', 'entity': 'drug'}]	drugAddiction	I had a cocaine habit many years ago	['cocaine', 'habit', 'many', 'year', 'ago']	[(14, 1), (163, 1), (200, 1), (252, 1), (316, 1)]	5
504	[{'start': 10, 'end': 18, 'value': 'suboxone', 'entity': 'drug'}, {'start': 19, 'end': 29, 'value': '6 days ago', 'entity': 'duration'}]	drugAddiction	I started suboxone 6 days ago and I'm having a lot of pain all over my body	['start', 'suboxone', '_num_', 'day', 'ago', 'lot', 'pain', 'body']	[(1, 1), (27, 1), (56, 1), (158, 1), (200, 1), (257, 1), (358, 1), (537, 1)]	8
505	[]	drugAddiction	I began using MDMA with friends	['begin', 'use', 'mdma', 'friend']	[(82, 1), (190, 1), (292, 1), (428, 1)]	4
506	[]	drugAddiction	I was a daily stoner until I was 25 years old	['daily', 'stoner', '_num_', 'year', 'old']	[(14, 1), (27, 1), (29, 1), (261, 1), (683, 1)]	5
507	[{'start': 28, 'end': 32, 'value': 'coke', 'entity': 'drug'}]	drugAddiction	I just wanna calm down with coke	['wanna', 'calm', 'coke']	[(284, 1), (684, 1), (685, 1)]	3
508	[{'start': 52, 'end': 59, 'value': 'alcohol', 'entity': 'drug'}]	alcohol	i've learned to enjoy good moods without relying on alcohol	['learn', 'enjoy', 'good', 'mood', 'without', 'rely', 'alcohol']	[(13, 1), (16, 1), (61, 1), (102, 1), (152, 1), (579, 1), (580, 1)]	7
509	[{'start': 21, 'end': 35, 'value': '6 35mg tablets', 'entity': 'dosing'}, {'start': 36, 'end': 41, 'value': 'a day', 'entity': 'period'}]	drugAddiction	I'm supposed to take 6 35mg tablets a day but I have taken 20 today	['suppose', 'take', '_num_', '_num_', 'mg', 'tablet', 'day', 'take', '_num_', 'today']	[(1, 1), (27, 3), (108, 2), (157, 1), (242, 1), (340, 1), (686, 1)]	10
510	[]	drugAddiction	I can say weed is only physically addictive	['say', 'wee', 'physically', 'addictive']	[(78, 1), (687, 1), (688, 1), (689, 1)]	4
511	[{'start': 13, 'end': 20, 'value': '4-80 mg', 'entity': 'dosing'}, {'start': 21, 'end': 30, 'value': 'Oxycontin', 'entity': 'drug'}, {'start': 31, 'end': 36, 'value': 'a day', 'entity': 'period'}]	drugAddiction	I was taking 4-80 mg Oxycontin a day and i have beat that addiction	['take', '_num_', '_num_', 'mg', 'oxycontin', 'day', 'beat', 'addiction']	[(1, 1), (15, 1), (27, 2), (108, 1), (242, 1), (690, 1), (691, 1)]	8
512	[]	drugAddiction	I do not want to drink anymore	['want', 'drink', 'anymore']	[(2, 1), (59, 1), (214, 1)]	3
513	[{'start': 18, 'end': 22, 'value': 'coke', 'entity': 'drug'}, {'start': 27, 'end': 31, 'value': 'weed', 'entity': 'drug'}, {'start': 32, 'end': 49, 'value': 'for a long period', 'entity': 'duration'}]	drugAddiction	i have been using coke and weed for a long period	['use', 'coke', 'wee', 'long', 'period']	[(82, 1), (255, 1), (284, 1), (480, 1), (689, 1)]	5
514	[{'start': 33, 'end': 41, 'value': 'Adderall', 'entity': 'drug'}]	drugAddiction	I want to get completely off the Adderall	['want', 'get', 'completely', 'adderall']	[(51, 1), (59, 1), (374, 1), (692, 1)]	4
515	[{'start': 38, 'end': 45, 'value': 'opiates', 'entity': 'drug'}]	drugAddiction	I have been through the withdrawal of opiates	['withdrawal', 'opiate']	[(269, 1), (693, 1)]	2
516	[]	drugAddiction	I really want to get completely off the Adderall	['really', 'want', 'get', 'completely', 'adderall']	[(51, 1), (59, 1), (191, 1), (374, 1), (692, 1)]	5
517	[]	drugAddiction	I don’t know if moderation is right for me	['know', 'moderation', 'right']	[(31, 1), (431, 1), (571, 1)]	3
518	[{'start': 12, 'end': 21, 'value': 'marijuana', 'entity': 'drug'}]	drugAddiction	I know that marijuana can cause physical dependence	['know', 'marijuana', 'physical', 'dependence']	[(31, 1), (694, 1), (695, 1), (696, 1)]	4
519	[{'start': 30, 'end': 50, 'value': 'for a few months now', 'entity': 'duration'}]	drugAddiction	I've been trying to get sober for a few months now	['try', 'get', 'sober', 'month']	[(12, 1), (26, 1), (51, 1), (578, 1)]	4
520	[{'start': 10, 'end': 14, 'value': 'coke', 'entity': 'drug'}]	drugAddiction	I started coke just fine	['start', 'coke', 'fine']	[(56, 1), (105, 1), (284, 1)]	3
521	[{'start': 20, 'end': 29, 'value': 'painpills', 'entity': 'drug'}, {'start': 30, 'end': 40, 'value': 'for a year', 'entity': 'duration'}]	drugAddiction	I have just been on painpills for a year and am trying to get off	['painpills', 'year', 'try', 'get']	[(14, 1), (26, 1), (51, 1), (697, 1)]	4
522	[{'start': 32, 'end': 37, 'value': 'crack', 'entity': 'drug'}]	drugAddiction	I find it somewhat fun to smoke crack	['find', 'somewhat', 'fun', 'smoke', 'crack']	[(324, 1), (548, 1), (698, 1), (699, 1), (700, 1)]	5
523	[{'start': 14, 'end': 16, 'value': 'it', 'entity': 'drug'}, {'start': 17, 'end': 33, 'value': 'for over an year', 'entity': 'duration'}]	drugAddiction	I was smoking it for over an year	['smoke', 'year']	[(14, 1), (324, 1)]	2
524	[{'start': 16, 'end': 23, 'value': 'alcohol', 'entity': 'drug'}]	alcohol	I quit drinking alcohol for many reasons	['quit', 'drink', 'alcohol', 'many', 'reason']	[(2, 1), (16, 1), (276, 1), (316, 1), (566, 1)]	5
525	[{'start': 15, 'end': 19, 'value': 'beer', 'entity': 'drug'}, {'start': 20, 'end': 29, 'value': 'right now', 'entity': 'time'}]	alcohol	I'm drinking a beer right now	['drink', 'beer', 'right']	[(2, 1), (431, 1), (573, 1)]	3
526	[{'start': 38, 'end': 52, 'value': 'norcos/opiates', 'entity': 'drug'}]	drugAddiction	My doc was helpful getting me off the norcos/opiates	['doc', 'helpful', 'get', 'norcos', 'opiate']	[(51, 1), (269, 1), (701, 1), (702, 1), (703, 1)]	5
527	[{'start': 28, 'end': 33, 'value': 'Xanax', 'entity': 'drug'}]	drugAddiction	I've got myself addicted to Xanax, a drug that is very hard to get off of	['get', 'addict', 'xanax', 'drug', 'hard', 'get']	[(51, 2), (168, 1), (270, 1), (303, 1), (308, 1)]	6
528	[{'start': 19, 'end': 23, 'value': 'coke', 'entity': 'drug'}]	drugAddiction	I started sniffing coke as a teenager	['start', 'sniff', 'coke', 'teenager']	[(56, 1), (284, 1), (704, 1), (705, 1)]	4
